,CAS1_C0,CAS2_C0,CAS3_C0,LOP1_C0,LOP2_C0,LOP5_C0
CORRUBR2A019555,824,653,560,482,442,437
CORRUBR2A019556,485,408,235,332,367,380
CORRUBR2A019557,88,109,57,143,191,141
CORRUBR2A019558,178,99,123,149,101,160
CORRUBR2A019560,105,87,23,101,86,37
CORRUBR2A019564,114,79,123,45,73,74
CORRUBR2A019565,36,60,22,44,33,26
CORRUBR2A019572,6286,5788,6184,3615,3545,3662
CORRUBR2A019575,188,604,68,122,177,160
CORRUBR2A019576,8,24,11,2,3,5
CORRUBR2A019578,3846,4996,6596,2869,3173,3300
CORRUBR2A019580,145,116,112,54,121,112
CORRUBR2A019582,19,0,4,5,0,10
CORRUBR2A019583,90,63,43,51,70,48
CORRUBR2A019586,357,238,197,245,211,344
CORRUBR2A019588,671,243,139,314,375,342
CORRUBR2A019590,0,10,1,1,0,1
CORRUBR2A019591,164,311,1475,810,309,49
CORRUBR2A019593,381,532,249,120,208,322
CORRUBR2A019596,14,22,5,14,14,22
CORRUBR2A019597,485,361,344,172,186,216
CORRUBR2A019598,1748,2092,2655,1138,1542,1045
CORRUBR2A019605,1,44,0,32,54,0
CORRUBR2A019606,383,225,214,143,253,274
CORRUBR2A019607,1366,674,507,526,549,502
CORRUBR2A019608,49,79,120,33,23,118
CORRUBR2A019609,21,6,11,22,11,2
CORRUBR2A019611,72,202,1017,322,580,350
CORRUBR2A019613,45,201,169,106,96,224
CORRUBR2A019616,596,491,288,223,197,240
CORRUBR2A019618,301,145,711,255,176,54
CORRUBR2A019619,9,45,2,20,13,96
CORRUBR2A019620,251,293,241,142,235,143
CORRUBR2A019622,11,13,7,4,5,8
CORRUBR2A019624,331,194,103,120,189,215
CORRUBR2A019625,14,4,3,17,20,2
CORRUBR2A019628,282,104,16,64,140,138
CORRUBR2A019631,2307,2528,1856,1337,1493,1912
CORRUBR2A019634,2317,2026,1369,1268,1813,2779
CORRUBR2A019635,13,32,3,5,3,9
CORRUBR2A019638,354,117,146,91,140,226
CORRUBR2A019640,129,136,118,83,131,217
CORRUBR2A019642,14,3,0,9,5,2
CORRUBR2A019644,453,257,151,363,351,279
CORRUBR2A019645,521,385,360,336,390,323
CORRUBR2A019647,91,21,15,28,35,16
CORRUBR2A019649,170,151,79,120,113,138
CORRUBR2A019651,2845,4145,3479,2016,2488,2822
CORRUBR2A019655,1497,816,149,727,1549,806
CORRUBR2A019656,8,9,13,10,4,3
CORRUBR2A019658,303,192,10,97,101,142
CORRUBR2A019662,57,61,26,35,0,121
CORRUBR2A019665,7,17,9,28,7,4
CORRUBR2A019666,166,201,244,46,34,22
CORRUBR2A019669,433,278,60,257,163,125
CORRUBR2A019673,124,192,137,268,181,102
CORRUBR2A019674,84,70,58,56,72,73
CORRUBR2A019675,1565,1257,2128,823,778,941
CORRUBR2A019677,16,16,41,0,0,0
CORRUBR2A019681,193,108,29,107,103,76
CORRUBR2A019683,22,11,18,11,71,53
CORRUBR2A019684,137,122,71,122,141,124
CORRUBR2A019685,3515,2195,2648,1940,2117,2410
CORRUBR2A019686,62,55,62,32,72,69
CORRUBR2A019687,13,181,89,9,8,4
CORRUBR2A019689,497,351,233,205,183,349
CORRUBR2A019690,0,28,0,2,0,4
CORRUBR2A019692,4117,5094,3596,2668,4739,5452
CORRUBR2A019694,1448,1068,1107,741,649,627
CORRUBR2A019696,98,117,79,23,41,23
CORRUBR2A019697,277,146,225,120,100,115
CORRUBR2A019698,1044,858,770,549,534,411
CORRUBR2A019700,358,289,242,217,200,225
CORRUBR2A019701,167,139,127,165,274,78
CORRUBR2A019704,279,159,96,88,233,183
CORRUBR2A019706,30,60,48,96,49,27
CORRUBR2A019708,1362,1019,1558,1172,1069,993
CORRUBR2A019709,845,1792,1285,283,903,816
CORRUBR2A019711,194,238,512,90,230,201
CORRUBR2A019712,191,67,55,70,104,38
CORRUBR2A019715,667,656,225,477,699,545
CORRUBR2A019717,16,41,13,12,29,30
CORRUBR2A019718,693,633,413,511,427,382
CORRUBR2A019721,430,267,174,197,292,268
CORRUBR2A019722,301,139,106,105,102,100
CORRUBR2A019724,740,79,55,58,111,54
CORRUBR2A019730,6,13,4,0,4,5
CORRUBR2A019732,6,1,9,1,16,1
CORRUBR2A019733,0,0,13,0,1,1
CORRUBR2A019734,6,2,9,2,3,43
CORRUBR2A019735,391,170,275,124,141,108
CORRUBR2A019737,2,15,0,0,1,5
CORRUBR2A019738,4,10,8,14,24,16
CORRUBR2A019739,46,10,7,25,4,19
CORRUBR2A019742,110,256,181,300,158,129
CORRUBR2A019744,37,29,65,7,10,12
CORRUBR2A019746,149,38,19,24,35,41
CORRUBR2A019747,2,10,1,10,20,0
CORRUBR2A019749,206,129,133,80,202,95
CORRUBR2A019760,202,183,143,145,200,170
CORRUBR2A019761,39,10,6,12,11,19
CORRUBR2A019767,1397,1078,922,974,817,671
CORRUBR2A019769,1623,1197,2125,1109,951,971
CORRUBR2A019772,12,94,143,5,130,158
CORRUBR2A019774,2971,1513,2459,1188,1089,2003
CORRUBR2A019775,422,850,495,148,376,339
CORRUBR2A019776,382,330,249,243,315,395
CORRUBR2A019778,1141,2636,2370,935,745,1041
CORRUBR2A019781,5,23,21,22,0,3
CORRUBR2A019783,147,81,61,80,70,56
CORRUBR2A019786,1872,963,1573,668,1237,898
CORRUBR2A019788,275,551,616,251,308,339
CORRUBR2A019790,579,231,105,239,267,183
CORRUBR2A019791,1682,3201,1206,2512,2050,2193
CORRUBR2A019795,130,107,80,35,25,40
CORRUBR2A019797,10,21,19,6,4,14
CORRUBR2A019800,3034,3393,3515,1286,2366,3584
CORRUBR2A019802,17,0,0,1,0,2
CORRUBR2A019803,49,9,16,19,38,20
CORRUBR2A019804,5481,4965,5746,2318,2939,1993
CORRUBR2A019807,1866,1880,3006,879,848,1004
CORRUBR2A019809,191,172,81,37,79,102
CORRUBR2A019811,549,249,212,395,336,247
CORRUBR2A019814,481,293,199,109,221,162
CORRUBR2A019820,472,393,350,263,411,383
CORRUBR2A019822,12,4,15,0,0,0
CORRUBR2A019824,299,300,183,166,152,145
CORRUBR2A019825,801,416,461,571,446,317
CORRUBR2A019827,7,8,4,5,11,19
CORRUBR2A019828,121,37,16,38,21,34
CORRUBR2A019831,16,3,7,4,6,4
CORRUBR2A019833,1453,3396,3266,1663,1438,1361
CORRUBR2A019839,2279,3139,2705,1860,2103,3296
CORRUBR2A019841,9267,6429,6067,5144,4988,4827
CORRUBR2A019842,39,32,27,21,33,50
CORRUBR2A019844,86,33,38,96,41,85
CORRUBR2A019846,308,155,79,225,188,205
CORRUBR2A019852,837,49,273,528,270,47
CORRUBR2A019854,426,385,410,328,400,576
CORRUBR2A019859,15,2,2,3,10,14
CORRUBR2A019862,13727,20282,20136,6786,7418,8632
CORRUBR2A019863,442,302,268,216,234,254
CORRUBR2A019864,303,225,111,140,37,188
CORRUBR2A019865,169,115,100,69,97,99
CORRUBR2A019866,228,218,119,206,204,226
CORRUBR2A019868,0,0,0,7,6,8
CORRUBR2A019870,109,21,3,32,31,25
CORRUBR2A019872,11,33,23,19,14,20
CORRUBR2A019873,4600,1293,1412,1094,1181,1114
CORRUBR2A019876,8,6,6,0,0,5
CORRUBR2A019878,163,111,85,82,79,51
CORRUBR2A019879,2541,4824,1824,2134,2435,2865
CORRUBR2A019881,68,58,35,41,78,17
CORRUBR2A019883,640,718,244,553,390,628
CORRUBR2A019884,734,326,34,315,94,73
CORRUBR2A019886,17,30,25,31,13,5
CORRUBR2A019888,575,741,286,464,647,324
CORRUBR2A019892,223,151,89,143,125,137
CORRUBR2A019895,606,892,458,1133,639,1116
CORRUBR2A019896,176,108,40,3,4,13
CORRUBR2A019898,242,210,162,147,395,251
CORRUBR2A019900,1540,861,744,389,484,683
CORRUBR2A019902,326,205,83,144,212,280
CORRUBR2A019904,0,2138,2,0,1353,4
CORRUBR2A019910,72,122,71,18,68,71
CORRUBR2A019912,205,142,697,78,36,25
CORRUBR2A019915,8,26,19,10,32,13
CORRUBR2A019917,16,38,3,11,9,28
CORRUBR2A019919,33,13,1,8,18,12
CORRUBR2A019920,569,495,425,436,448,394
CORRUBR2A019923,27,50,0,2,180,0
CORRUBR2A019925,48,50,23,59,50,57
CORRUBR2A019926,58,12,13,23,12,23
CORRUBR2A019930,1102,910,702,875,655,867
CORRUBR2A019933,353,313,340,142,193,177
CORRUBR2A019937,659,305,387,308,297,222
CORRUBR2A019939,537,541,218,163,216,269
CORRUBR2A019947,0,0,1,0,0,0
CORRUBR2A019950,405,431,406,323,180,214
CORRUBR2A019956,580,43,514,349,510,585
CORRUBR2A019957,176,139,140,192,162,96
CORRUBR2A019958,11,6,0,4,68,20
CORRUBR2A019959,2,9,1,1,2,3
CORRUBR2A019961,87,70,45,46,42,47
CORRUBR2A019963,815,1013,651,806,599,643
CORRUBR2A019965,455,85,310,247,537,512
CORRUBR2A019966,56,71,83,57,71,58
CORRUBR2A019967,158,122,80,136,137,171
CORRUBR2A019969,17009,24516,19123,11298,10324,11449
CORRUBR2A019970,981,1279,1834,728,719,985
CORRUBR2A019971,2,4,3,7,8,1
CORRUBR2A019972,991,694,501,583,701,878
CORRUBR2A019973,900,1047,1531,543,728,637
CORRUBR2A019974,44,15,8,27,22,15
CORRUBR2A019977,0,8,0,0,0,0
CORRUBR2A019978,450,163,130,145,145,145
CORRUBR2A019985,532,267,139,211,368,110
CORRUBR2A019988,946,1721,902,1057,1195,1143
CORRUBR2A019989,116,72,6,24,23,36
CORRUBR2A019990,14,24,22,10,12,19
CORRUBR2A019992,3618,4289,4444,2116,2201,2027
CORRUBR2A019994,1147,1324,777,522,907,922
CORRUBR2A019995,50,30,27,31,36,57
CORRUBR2A019997,72,38,22,46,51,47
CORRUBR2A020001,797,520,513,458,458,347
CORRUBR2A020006,255,189,165,95,126,105
CORRUBR2A020009,1310,797,569,583,653,495
CORRUBR2A020010,36,24,27,23,34,26
CORRUBR2A020013,911,2681,1799,1344,1604,3235
CORRUBR2A020014,65,35,70,28,23,1
CORRUBR2A020015,40,61,21,54,80,55
CORRUBR2A020016,11,4,0,0,3,0
CORRUBR2A020018,197,258,214,164,137,117
CORRUBR2A020023,386,170,96,88,207,375
CORRUBR2A020026,745,730,196,405,684,868
CORRUBR2A020031,820,549,545,376,481,365
CORRUBR2A020035,224,140,104,99,86,52
CORRUBR2A020037,682,698,670,293,274,404
CORRUBR2A020038,2093,1118,1065,906,807,755
CORRUBR2A020039,3298,4200,4923,2175,2589,2462
CORRUBR2A020041,0,7,0,0,6,0
CORRUBR2A020042,223,163,154,162,92,149
CORRUBR2A020043,757,955,275,735,661,710
CORRUBR2A020046,9,22,0,10,13,17
CORRUBR2A020048,89,111,37,254,7,30
CORRUBR2A020049,459,104,303,224,311,221
CORRUBR2A020050,150,14,53,61,141,6
CORRUBR2A020051,133,72,67,77,81,71
CORRUBR2A020053,96,139,90,90,114,129
CORRUBR2A020057,18,20,16,3,7,8
CORRUBR2A020058,841,557,410,350,392,633
CORRUBR2A020060,67,15,5,41,6,2
CORRUBR2A020061,1003,469,434,672,448,445
CORRUBR2A020064,462,576,1190,306,345,181
CORRUBR2A020066,7,8,1,1,12,0
CORRUBR2A020068,696,373,360,563,534,481
CORRUBR2A020073,72,13,24,11,10,2
CORRUBR2A020075,61,17,17,14,22,41
CORRUBR2A020077,36,31,6,18,3,39
CORRUBR2A020079,2028,920,1921,2117,1776,1901
CORRUBR2A020081,17,22,10,8,25,39
CORRUBR2A020088,996,671,516,353,574,695
CORRUBR2A020090,297,166,89,173,140,156
CORRUBR2A020093,279,214,177,107,176,216
CORRUBR2A020094,1162,593,794,435,471,459
CORRUBR2A020096,453,234,236,237,191,201
CORRUBR2A020097,240,220,285,104,139,38
CORRUBR2A020098,19,1,8,23,26,9
CORRUBR2A020099,647,165,103,101,161,105
CORRUBR2A020101,1184,961,641,583,1015,625
CORRUBR2A020103,1748,1351,698,824,1277,1130
CORRUBR2A020104,682,264,361,214,232,250
CORRUBR2A020105,2259,1337,603,1508,1168,1284
CORRUBR2A020106,13,0,0,2,0,0
CORRUBR2A020107,132,92,108,54,79,61
CORRUBR2A020108,248,353,221,243,365,483
CORRUBR2A020110,1160,759,886,587,500,784
CORRUBR2A020112,742,568,557,480,523,432
CORRUBR2A020113,687,862,1547,702,750,411
CORRUBR2A020118,1,8,1,6,1,0
CORRUBR2A020121,2666,2421,1749,1357,1453,1748
CORRUBR2A020122,37,38,21,20,24,14
CORRUBR2A020124,86,35,26,34,51,70
CORRUBR2A020126,91,136,73,38,128,83
CORRUBR2A020128,0,3,0,8,0,18
CORRUBR2A020129,8,1,1,13,35,97
CORRUBR2A020131,135,128,105,94,179,195
CORRUBR2A020133,108,116,107,94,102,89
CORRUBR2A020134,10,4,0,1,1,1
CORRUBR2A020135,7,0,0,22,5,1
CORRUBR2A020136,45,5,45,1,1,2
CORRUBR2A020139,2631,931,1093,907,1067,961
CORRUBR2A020141,73,77,3,133,3,16
CORRUBR2A020142,82,121,21,103,20,108
CORRUBR2A020143,1,9,0,0,0,0
CORRUBR2A020145,62,21,17,9,13,3
CORRUBR2A020146,296,273,230,208,218,290
CORRUBR2A020148,144,92,34,64,124,102
CORRUBR2A020149,123,49,26,1,0,29
CORRUBR2A020150,15,4,0,0,0,0
CORRUBR2A020151,6533,6198,5389,5169,5166,5505
CORRUBR2A020157,19,9,19,4,4,12
CORRUBR2A020158,3314,1944,1780,1132,1599,1702
CORRUBR2A020160,689,1249,2679,730,632,756
CORRUBR2A020161,364,184,89,89,191,123
CORRUBR2A020162,390,288,94,110,159,281
CORRUBR2A020164,35,48,34,30,37,59
CORRUBR2A020166,12,5,6,14,7,0
CORRUBR2A020167,5186,3775,3970,2416,2306,4181
CORRUBR2A020168,301,133,82,78,77,66
CORRUBR2A020170,408,313,201,278,383,397
CORRUBR2A020171,24,25,23,26,29,29
CORRUBR2A020173,1395,691,644,861,467,638
CORRUBR2A020174,0,1,2,3,1,0
CORRUBR2A020177,101,195,117,60,155,153
CORRUBR2A020178,700,1041,794,284,790,684
CORRUBR2A020179,28,71,59,15,40,77
CORRUBR2A020180,17664,19623,16851,8707,17042,18988
CORRUBR2A020182,1330,762,795,664,683,606
CORRUBR2A020183,205,105,96,80,123,92
CORRUBR2A020185,18,8,3,0,14,13
CORRUBR2A020188,166,129,46,120,153,59
CORRUBR2A020189,541,34,20,77,74,43
CORRUBR2A020191,128,0,70,0,0,0
CORRUBR2A020192,842,256,58,148,169,152
CORRUBR2A020194,111,0,10,1,27,56
CORRUBR2A020195,6,3,7,20,4,19
CORRUBR2A020196,182,44,19,49,108,35
CORRUBR2A020197,61,47,39,81,52,47
CORRUBR2A020199,90,67,50,37,76,36
CORRUBR2A020205,162,110,80,62,110,111
CORRUBR2A020207,105,55,45,11,23,28
CORRUBR2A020208,118,89,24,28,72,53
CORRUBR2A020209,485,112,93,150,169,162
CORRUBR2A020210,52,70,11,31,148,45
CORRUBR2A020211,9,6,5,94,3,12
CORRUBR2A020214,21,6,8,5,7,28
CORRUBR2A020215,100,71,29,55,73,65
CORRUBR2A020216,49,24,34,41,24,59
CORRUBR2A020218,4,0,13,7,0,12
CORRUBR2A020219,181,227,202,108,175,135
CORRUBR2A020220,180,233,92,135,189,132
CORRUBR2A020221,58,74,37,18,47,35
CORRUBR2A020222,435,930,543,291,398,693
CORRUBR2A020224,17,14,3,10,3,3
CORRUBR2A020225,318,554,378,314,233,310
CORRUBR2A020227,172,127,122,76,135,105
CORRUBR2A020229,689,533,803,550,304,259
CORRUBR2A020230,267,70,42,91,91,51
CORRUBR2A020232,1296,1935,1626,961,1344,1485
CORRUBR2A020237,69,44,69,33,28,38
CORRUBR2A020238,1010,633,616,651,524,503
CORRUBR2A020247,529,360,340,268,247,276
CORRUBR2A020251,50,66,24,75,39,39
CORRUBR2A020252,0,0,0,0,16,5
CORRUBR2A020253,474,384,369,272,321,367
CORRUBR2A020254,325,56,53,45,96,50
CORRUBR2A020257,566,104,692,415,735,607
CORRUBR2A020258,37,26,10,28,27,39
CORRUBR2A020260,830,348,425,245,312,274
CORRUBR2A020264,4781,3691,4400,1971,2636,3309
CORRUBR2A020265,1,9,1,5,0,22
CORRUBR2A020267,1596,944,660,1014,781,742
CORRUBR2A020270,56,22,6,8,19,14
CORRUBR2A020271,210,450,275,120,459,488
CORRUBR2A020275,12394,9021,7231,5404,6376,7358
CORRUBR2A020276,2,13,5,22,23,14
CORRUBR2A020279,75,75,78,30,99,106
CORRUBR2A020282,1007,937,811,687,1054,903
CORRUBR2A020283,469,301,104,266,259,287
CORRUBR2A020284,12,10,1,12,2,13
CORRUBR2A020285,70,235,81,142,130,69
CORRUBR2A020286,1785,976,1790,930,675,587
CORRUBR2A020291,20,10,4,47,60,48
CORRUBR2A020295,0,1,0,4,0,2
CORRUBR2A020296,12,107,0,8,7,21
CORRUBR2A020297,21,0,10,0,6,0
CORRUBR2A020299,74,73,25,18,33,20
CORRUBR2A020301,460,394,326,388,473,519
CORRUBR2A020303,10,19,71,36,13,86
CORRUBR2A020306,164,81,65,79,79,53
CORRUBR2A020309,72,24,55,56,57,50
CORRUBR2A020311,645,495,341,333,371,543
CORRUBR2A020313,3,10,5,5,0,0
CORRUBR2A020314,25,8,4,7,2,3
CORRUBR2A020317,84,172,154,72,48,25
CORRUBR2A020319,663,1807,521,326,730,666
CORRUBR2A020327,464,592,501,233,494,498
CORRUBR2A020328,150,59,46,81,69,27
CORRUBR2A020329,0,0,4,0,0,22
CORRUBR2A020330,4364,3633,1744,2309,3219,1454
CORRUBR2A020334,657,652,397,377,373,340
CORRUBR2A020338,174,136,92,44,127,88
CORRUBR2A020340,6,19,9,7,23,22
CORRUBR2A020341,134,140,44,81,31,63
CORRUBR2A020343,1080,199,2379,21,33,219
CORRUBR2A020344,166,275,66,267,163,94
CORRUBR2A020345,570,434,301,366,280,308
CORRUBR2A020346,451,391,575,335,290,292
CORRUBR2A020348,347,367,282,399,236,194
CORRUBR2A020353,15,9,5,7,1,3
CORRUBR2A020355,356,192,92,124,205,247
CORRUBR2A020358,1300,1046,622,701,935,733
CORRUBR2A020359,2510,1539,799,1158,1012,799
CORRUBR2A020361,22,37,14,22,30,39
CORRUBR2A020362,3480,5156,6381,3402,4317,3718
CORRUBR2A020364,0,24,0,0,25,15
CORRUBR2A020365,26,43,36,25,24,32
CORRUBR2A020367,114,128,136,80,116,81
CORRUBR2A020370,81,42,35,62,60,50
CORRUBR2A020372,0,0,1,22,33,216
CORRUBR2A020373,81,44,58,40,160,84
CORRUBR2A020375,5,16,16,17,24,11
CORRUBR2A020379,3392,2434,3339,1203,1546,1530
CORRUBR2A020380,1233,1036,699,919,911,839
CORRUBR2A020382,536,332,209,388,486,465
CORRUBR2A020383,226,51,48,29,35,57
CORRUBR2A020384,595,474,478,379,394,330
CORRUBR2A020387,461,884,679,400,298,142
CORRUBR2A020388,554,472,430,183,269,196
CORRUBR2A020391,172,457,308,177,92,39
CORRUBR2A020392,401,134,150,117,135,116
CORRUBR2A020394,285,185,30,29,43,167
CORRUBR2A020395,27,15,26,15,10,20
CORRUBR2A020397,39,28,13,21,47,64
CORRUBR2A020399,228,174,24,8328,926,2468
CORRUBR2A020400,88,155,111,71,66,75
CORRUBR2A020402,1277,731,649,1067,888,890
CORRUBR2A020406,1284,1221,1825,851,754,753
CORRUBR2A020408,1792,389,105,383,531,344
CORRUBR2A020411,1539,1841,2669,533,887,463
CORRUBR2A020412,649,345,372,211,259,159
CORRUBR2A020413,119,64,31,84,110,101
CORRUBR2A020414,344,359,309,323,289,257
CORRUBR2A020415,3550,1871,1255,1685,1673,1740
CORRUBR2A020421,315,205,269,265,165,241
CORRUBR2A020423,132,158,25,102,89,84
CORRUBR2A020427,607,256,193,244,277,295
CORRUBR2A020428,78,46,61,51,42,53
CORRUBR2A020433,1483,933,631,871,850,752
CORRUBR2A020434,39,65,15,29,16,9
CORRUBR2A020435,92,53,35,13,40,56
CORRUBR2A020436,1055,247,75,313,289,205
CORRUBR2A020438,1591,726,443,459,572,549
CORRUBR2A020440,2811,2708,1861,965,1964,2354
CORRUBR2A020443,14,6,6,5,11,17
CORRUBR2A020444,312,209,226,116,135,5
CORRUBR2A020446,2,4,0,2,0,0
CORRUBR2A020448,2856,844,1069,1008,917,778
CORRUBR2A020450,3,31,8,0,0,4
CORRUBR2A020452,372,477,369,165,236,219
CORRUBR2A020453,255,177,319,50,132,123
CORRUBR2A020455,62,82,97,33,146,51
CORRUBR2A020457,312,302,78,177,392,341
CORRUBR2A020458,8,4,6,1,3,12
CORRUBR2A020459,67,61,50,57,91,79
CORRUBR2A020462,94,79,197,66,38,310
CORRUBR2A020464,64,62,28,33,104,57
CORRUBR2A020467,1432,935,475,843,674,772
CORRUBR2A020468,23,27,32,20,19,15
CORRUBR2A020469,1118,813,1168,396,381,349
CORRUBR2A020471,1115,646,336,949,946,515
CORRUBR2A020478,23,11,12,3,16,11
CORRUBR2A020479,1005,128,228,7,2376,682
CORRUBR2A020481,713,1223,1140,643,768,863
CORRUBR2A020487,282,202,70,121,322,102
CORRUBR2A020489,44,34,25,18,37,35
CORRUBR2A020491,1902,1927,999,724,826,488
CORRUBR2A020492,256,221,256,139,152,108
CORRUBR2A020493,640,881,1024,407,341,414
CORRUBR2A020494,308,141,80,89,120,93
CORRUBR2A020496,33926,43591,40443,23870,20109,24349
CORRUBR2A020497,773,741,434,551,802,755
CORRUBR2A020500,1112,631,431,413,508,434
CORRUBR2A020501,6,12,0,6,2,31
CORRUBR2A020503,376,228,185,232,255,279
CORRUBR2A020505,984,732,387,298,446,679
CORRUBR2A020506,12,9,13,10,8,10
CORRUBR2A020509,47,75,35,24,0,0
CORRUBR2A020510,1339,2226,714,1578,2326,1769
CORRUBR2A020511,660,785,260,365,291,203
CORRUBR2A020512,229,151,127,65,107,66
CORRUBR2A020513,259,113,70,115,132,130
CORRUBR2A020514,3,4,3,3,2,11
CORRUBR2A020515,824,512,336,395,460,327
CORRUBR2A020516,287,231,92,206,170,131
CORRUBR2A020517,237,139,287,127,135,132
CORRUBR2A020520,97,112,33,52,53,69
CORRUBR2A020521,17,27,1,0,27,37
CORRUBR2A020524,201,675,406,577,254,104
CORRUBR2A020525,23,8,30,25,60,30
CORRUBR2A020527,7,11,24,12,7,21
CORRUBR2A020528,7,12,11,11,7,18
CORRUBR2A020532,74,46,58,26,24,4
CORRUBR2A020534,296,126,161,147,231,110
CORRUBR2A020537,53,44,26,18,3,15
CORRUBR2A020539,417,703,1240,264,215,267
CORRUBR2A020543,186,259,104,169,187,132
CORRUBR2A020544,205,336,308,447,353,237
CORRUBR2A020545,87,36,54,35,34,24
CORRUBR2A020548,592,81,246,84,76,99
CORRUBR2A020549,9,10,29,6,1,10
CORRUBR2A020553,1977,1905,1818,1107,1144,1146
CORRUBR2A020554,710,999,1516,645,786,582
CORRUBR2A020558,43,37,30,33,13,30
CORRUBR2A020559,1,9,0,12,10,13
CORRUBR2A020560,173,123,64,161,193,211
CORRUBR2A020561,22,41,17,24,41,33
CORRUBR2A020565,10,40,14,13,23,16
CORRUBR2A020567,154,10,5,10,20,16
CORRUBR2A020570,244,272,118,46,161,186
CORRUBR2A020572,190,147,114,88,130,180
CORRUBR2A020574,2179,1978,1609,1281,1603,1544
CORRUBR2A020577,141,316,170,300,361,218
CORRUBR2A020578,383,309,346,267,140,105
CORRUBR2A020579,10,7,7,1,8,4
CORRUBR2A020582,32,104,55,33,75,62
CORRUBR2A020584,5,33,8,17,15,14
CORRUBR2A020586,253,275,420,170,254,169
CORRUBR2A020591,234,63,59,43,100,55
CORRUBR2A020593,3763,220,62,231,163,323
CORRUBR2A020595,257,71,17,99,74,48
CORRUBR2A020597,822,951,550,611,598,768
CORRUBR2A020599,4774,2411,3395,2098,2491,3607
CORRUBR2A020600,1322,1030,498,807,574,779
CORRUBR2A020602,4,10,0,3,1,12
CORRUBR2A020603,1407,1050,1094,592,791,711
CORRUBR2A020606,7,16,4,0,16,20
CORRUBR2A020608,844,628,372,370,344,319
CORRUBR2A020611,259,106,136,124,79,86
CORRUBR2A020612,408,215,312,309,242,157
CORRUBR2A020615,185,214,203,136,188,284
CORRUBR2A020618,465,221,118,111,153,179
CORRUBR2A020620,1394,1055,1088,795,730,566
CORRUBR2A020622,181,204,125,148,252,165
CORRUBR2A020623,350,168,89,232,166,161
CORRUBR2A020624,480,332,244,221,173,183
CORRUBR2A020628,140,127,64,78,56,203
CORRUBR2A020634,108,63,49,31,36,14
CORRUBR2A020635,21,18,11,8,7,7
CORRUBR2A020636,589,394,222,335,759,495
CORRUBR2A020637,15,18,3,53,7,21
CORRUBR2A020638,286,304,155,192,158,123
CORRUBR2A020639,0,0,2,6,8,3
CORRUBR2A020642,3286,4816,1729,1738,2126,1231
CORRUBR2A020643,29,94,87,47,31,23
CORRUBR2A020644,33,6,0,3,0,1
CORRUBR2A020646,133,68,35,83,62,40
CORRUBR2A020648,887,561,1194,476,335,260
CORRUBR2A020651,0,7,8,0,0,1
CORRUBR2A020652,292,169,154,251,295,401
CORRUBR2A020653,0,0,0,0,0,3
CORRUBR2A020654,99,45,16,38,36,63
CORRUBR2A020655,50,62,31,0,47,27
CORRUBR2A020658,551,495,348,297,263,466
CORRUBR2A020664,754,690,504,433,504,438
CORRUBR2A020667,28,193,100,63,90,146
CORRUBR2A020669,433,222,195,220,130,189
CORRUBR2A020671,39514,55824,45587,28202,27629,30385
CORRUBR2A020672,252,441,261,204,264,289
CORRUBR2A020674,388,435,196,148,226,157
CORRUBR2A020675,259,320,229,159,290,329
CORRUBR2A020677,9,10,18,23,47,30
CORRUBR2A020683,43,12,0,0,89,14
CORRUBR2A020684,125,72,53,72,136,102
CORRUBR2A020686,6,4,1,8,0,19
CORRUBR2A020687,544,2646,443,193,883,2778
CORRUBR2A020688,125,103,19,99,132,141
CORRUBR2A020694,2,13,22,0,0,21
CORRUBR2A020698,507,386,293,335,178,140
CORRUBR2A020701,0,0,1,0,150,2
CORRUBR2A020702,1342,2748,2015,751,1334,809
CORRUBR2A020703,9,11,0,7,0,0
CORRUBR2A020704,156,139,78,72,130,94
CORRUBR2A020706,1200,1501,717,569,701,730
CORRUBR2A020707,18,14,10,6,7,5
CORRUBR2A020711,16,9,3,5,12,8
CORRUBR2A020713,96,84,121,63,106,66
CORRUBR2A020714,3,103,0,34,55,31
CORRUBR2A020717,345,483,217,331,66,309
CORRUBR2A020718,229,197,185,151,151,122
CORRUBR2A020720,248,230,210,48,58,62
CORRUBR2A020722,187,99,245,78,60,113
CORRUBR2A020723,121,229,125,85,74,99
CORRUBR2A020724,48,50,29,25,42,32
CORRUBR2A020725,558,129,47,80,145,118
CORRUBR2A020726,405,218,275,204,217,169
CORRUBR2A020727,76,41,39,24,50,28
CORRUBR2A020732,126,57,98,74,118,23
CORRUBR2A020733,41,28,14,9,24,18
CORRUBR2A020734,2797,1919,2448,1418,1900,1887
CORRUBR2A020736,78587,88708,68143,50619,47501,63684
CORRUBR2A020738,6,6,6,5,0,9
CORRUBR2A020740,278,258,108,92,180,163
CORRUBR2A020741,1,3,2,7,4,10
CORRUBR2A020744,189,321,179,153,149,149
CORRUBR2A020746,1010,515,280,334,386,442
CORRUBR2A020747,347,154,85,172,158,94
CORRUBR2A020750,87,113,53,122,135,250
CORRUBR2A020751,478,193,272,163,307,304
CORRUBR2A020756,110,166,35,143,253,139
CORRUBR2A020757,818,500,198,293,1174,288
CORRUBR2A020759,309,197,102,198,169,244
CORRUBR2A020764,308,161,164,155,135,132
CORRUBR2A020765,91,80,20,33,138,35
CORRUBR2A020766,16,39,16,6,10,10
CORRUBR2A020769,14,41,31,8,16,22
CORRUBR2A020771,270,230,102,179,133,128
